time_ms,mean_diff,sem,n_subjects
-200.0,0.1736700581523628,0.15161314174407006,11
-196.0,0.23052345987746056,0.15742566777315417,11
-192.0,0.25338315234706593,0.1511083211099949,11
-188.0,0.2492541263957797,0.13584114803274233,11
-184.0,0.25224129436260245,0.15203565718269021,11
-180.0,0.28943792585839057,0.2001721204973585,11
-176.0,0.35157056574650625,0.2381181220839554,11
-172.0,0.39875211761559065,0.25769682382327974,11
-168.0,0.39634304408803517,0.260178435925178,11
-164.0,0.34644491808669825,0.23431007162703207,11
-160.0,0.284796207935016,0.1852109472342003,11
-156.0,0.24921008584532986,0.14923362995361333,11
-152.0,0.24896899228282382,0.15078705545850846,11
-148.0,0.2622576881072518,0.15955102667206653,11
-144.0,0.25909441526638066,0.14161402788803826,11
-140.0,0.22377536498249376,0.10167142015069042,11
-136.0,0.1589910655828506,0.10775548027375845,11
-132.0,0.07551605250978223,0.15733022587988088,11
-128.0,-0.016134401063839496,0.17812865690596683,11
-124.0,-0.10462057230813677,0.15627444375313626,11
-120.0,-0.17381540186324912,0.1185207095547952,11
-116.0,-0.20738628665556663,0.10364303791188997,11
-112.0,-0.20082968540478732,0.11174721629377836,11
-108.0,-0.1681438626710438,0.11741572283601277,11
-104.0,-0.13260793627099357,0.11491881896634133,11
-100.0,-0.10988366203849961,0.11005459885722968,11
-96.0,-0.09821809522944623,0.11538772597701098,11
-92.0,-0.08571848063183657,0.13662093294954472,11
-88.0,-0.06704144080202444,0.15818847854859994,11
-84.0,-0.051104888272366165,0.1632881241638682,11
-80.0,-0.05131316325684457,0.15019203804161096,11
-76.0,-0.06782323896325665,0.1397260756696089,11
-72.0,-0.08304545909834136,0.1521206246463186,11
-68.0,-0.07880077129329241,0.163609627504362,11
-64.0,-0.057715803655982896,0.1492713274634519,11
-60.0,-0.046568812114732495,0.1265046873043727,11
-56.0,-0.07327314364004463,0.13061654937919367,11
-52.0,-0.13646494447164662,0.14869664934440774,11
-48.0,-0.19884499339063721,0.15766727877101752,11
-44.0,-0.21586027934190202,0.16094678812298102,11
-40.0,-0.177563562836043,0.16260481114914277,11
-36.0,-0.12262702432724569,0.15893803390740174,11
-32.0,-0.10824139533466968,0.1596774403991641,11
-28.0,-0.1582704869175677,0.1813938390830204,11
-24.0,-0.23957158260677594,0.21193903548885465,11
-20.0,-0.2898822924734686,0.22989986214324737,11
-16.0,-0.27476848164710693,0.23045982396015882,11
-12.0,-0.2195205111531103,0.21703145042495547,11
-8.0,-0.18597293326937062,0.20099118494514387,11
-4.0,-0.2145376372032249,0.20854948021401568,11
0.0,-0.2880593013623409,0.24133567651637033,11
4.0,-0.3512271004162839,0.27003554492278675,11
8.0,-0.36262522282249776,0.2807209310029186,11
12.0,-0.32684299347754703,0.2740017636372295,11
16.0,-0.2775114635812804,0.2530014797676757,11
20.0,-0.232908190806274,0.24204763278732994,11
24.0,-0.17589457066710437,0.272636077182536,11
28.0,-0.08023050794482148,0.31812078658287557,11
32.0,0.0449862488196425,0.3348417580175754,11
36.0,0.1459866608658371,0.3244315069033945,11
40.0,0.16402013164773455,0.3224869398221477,11
44.0,0.08870701190016743,0.3443010776961387,11
48.0,-0.028995429149346233,0.37327371237645646,11
52.0,-0.1147655523484393,0.38873338108122596,11
56.0,-0.1248852845337534,0.37036340156835,11
60.0,-0.06836712265413757,0.31787241895302537,11
64.0,0.017215395071196803,0.2721827783334617,11
68.0,0.1028888104571644,0.27109868703940015,11
72.0,0.18208124320598065,0.29418398560950165,11
76.0,0.2560785903607504,0.32228240959569265,11
80.0,0.3171634904385718,0.3560858307246551,11
84.0,0.35185643328614497,0.3885463456219868,11
88.0,0.3567940029275349,0.40946674719196563,11
92.0,0.34500807013942686,0.4141743940296614,11
96.0,0.3320683371676255,0.40630522359036414,11
100.0,0.3197035941505435,0.399518959800017,11
104.0,0.2979591104184849,0.4082053007806132,11
108.0,0.26474734331944433,0.4324168238728101,11
112.0,0.23745881491114176,0.45640498050776834,11
116.0,0.23874103149510456,0.4666869202564147,11
120.0,0.2696736692976966,0.4652606701065343,11
124.0,0.30032369773030043,0.4598554075525535,11
128.0,0.29447216300398754,0.4538341915271066,11
132.0,0.24589230684055077,0.4513641521307957,11
136.0,0.18833984731029574,0.45702644843320855,11
140.0,0.16615170046899563,0.47504754463211013,11
144.0,0.19335462795412725,0.5054527687679117,11
148.0,0.24129400566027057,0.5320312324415887,11
152.0,0.2676059067656656,0.5359038128939113,11
156.0,0.2563008333702421,0.5182114788010479,11
160.0,0.22696652328995592,0.49800060489880876,11
164.0,0.20650424911030438,0.500192057599635,11
168.0,0.19539263990315348,0.5301104114422197,11
172.0,0.16777503694540374,0.5562755525291865,11
176.0,0.10519369436385156,0.5521513785104252,11
180.0,0.026786778656846925,0.5314906456569014,11
184.0,-0.022390407737993737,0.5237708484314271,11
188.0,-0.017695972535509728,0.5384636619619996,11
192.0,0.010911090973416278,0.5657152265795792,11
196.0,-0.001552490748385896,0.586735891452289,11
200.0,-0.09459824783467342,0.5888473909666841,11
204.0,-0.2366981068279231,0.580397370491562,11
208.0,-0.34249272290976035,0.5790612875918515,11
212.0,-0.34371379988413275,0.5911752068672068,11
216.0,-0.25010977179013166,0.6070712230923088,11
220.0,-0.14329130195268946,0.6113518787773544,11
224.0,-0.1074142495949021,0.602328488531113,11
228.0,-0.15779137621985842,0.596921277710438,11
232.0,-0.23194413130892,0.6084198457545025,11
236.0,-0.24724850440622095,0.6302404442902266,11
240.0,-0.17111918617768782,0.6436180287787417,11
244.0,-0.042561765337437045,0.6324340986288439,11
248.0,0.06857771903121418,0.5975181220087153,11
252.0,0.12138132629975425,0.5577930834312923,11
256.0,0.12888395815800838,0.5352681055799564,11
260.0,0.13344393063980536,0.542499654775151,11
264.0,0.16261547229647347,0.5724905460369757,11
268.0,0.20687776896743867,0.601077928339642,11
272.0,0.23405393018625079,0.6140394058465897,11
276.0,0.22202725855335326,0.6185621721182242,11
280.0,0.1785227557050436,0.6241702063502679,11
284.0,0.1360109888331761,0.6324938748225301,11
288.0,0.12870152083084116,0.6433088849045541,11
292.0,0.16864915420903392,0.6536682316315046,11
296.0,0.23677051915289216,0.6577298100640089,11
300.0,0.29247129394488164,0.6525497326127844,11
304.0,0.299486972470073,0.6397266004646254,11
308.0,0.25253736536297533,0.6277479161394699,11
312.0,0.18607271677831436,0.6255928604004144,11
316.0,0.15245157522756478,0.6268186015913594,11
320.0,0.1808180181269251,0.6163925032614823,11
324.0,0.25038652376896575,0.59063622519709,11
328.0,0.30260638816125274,0.5565715129424614,11
332.0,0.287510913207641,0.5237084374926476,11
336.0,0.2053092792742488,0.5025315998087653,11
340.0,0.10839571271945408,0.5002334297298618,11
344.0,0.06015190549760849,0.5159478260567598,11
348.0,0.08630796102267753,0.5412437162903465,11
352.0,0.1594776080988218,0.5645839491265257,11
356.0,0.22599323234879198,0.5784323370399369,11
360.0,0.2498945628251329,0.5807584692480748,11
364.0,0.23674763628473078,0.575970796214049,11
368.0,0.2224524046546792,0.5764499322440536,11
372.0,0.24199977133106004,0.5888291782634859,11
376.0,0.30284497323413895,0.6017397072168119,11
380.0,0.37942638725198086,0.6022067910630364,11
384.0,0.4308570211749602,0.5906708972202205,11
388.0,0.4286932850966739,0.5756195842431551,11
392.0,0.3757912561045267,0.5668172310837618,11
396.0,0.3045599895096314,0.5695184352501672,11
400.0,0.2541964020217108,0.5748025861958834,11
404.0,0.24113141431387658,0.5653187137130424,11
408.0,0.24706732465227918,0.5337497211031453,11
412.0,0.23890099006729185,0.49071199426010764,11
416.0,0.2048617767145102,0.462820908947283,11
420.0,0.17300544793869646,0.4784868914174896,11
424.0,0.18954000362957935,0.5313810387156855,11
428.0,0.2734905123876196,0.5825004621334763,11
432.0,0.3900631973806684,0.6045817060293792,11
436.0,0.47282976970781915,0.5965291819493386,11
440.0,0.47790408855274175,0.5712066476900385,11
444.0,0.4224924233062692,0.5505460603058167,11
448.0,0.3702360553022107,0.5560849208919872,11
452.0,0.37552803047871586,0.5806499428446906,11
456.0,0.4371544052215865,0.5947715355646501,11
460.0,0.5034182487331595,0.5838883245265493,11
464.0,0.5208638660936801,0.5576739387457871,11
468.0,0.4798461291770096,0.5364808945256835,11
472.0,0.41740178705342273,0.5365849713149984,11
476.0,0.3799965728136382,0.5583894436926147,11
480.0,0.38304732657220697,0.5855279054247007,11
484.0,0.4048963984097547,0.5980880705761474,11
488.0,0.4124753874107672,0.5865696061548356,11
492.0,0.3883454069234725,0.5586216145992949,11
496.0,0.3374360270565577,0.5335325887089205,11
500.0,0.27460402088270386,0.5255911013052741,11
504.0,0.21507868179276077,0.5334632339443904,11
508.0,0.1768632326070099,0.5477631371986926,11
512.0,0.1842436279787365,0.5631268894527925,11
516.0,0.25478790635018633,0.5782805837677117,11
520.0,0.37539198695279036,0.588913158831658,11
524.0,0.4930918777078398,0.588823306301853,11
528.0,0.5417377910824598,0.5777596495159667,11
532.0,0.4911246523210965,0.5632195945019451,11
536.0,0.375873943835805,0.5517018072284653,11
540.0,0.27373174133989026,0.5424269742755804,11
544.0,0.24693928867356868,0.5341540395564757,11
548.0,0.29767351169872175,0.530966531271025,11
552.0,0.3752505024569863,0.537341305629174,11
556.0,0.42449326432832896,0.5550075515925867,11
560.0,0.42910780928478276,0.580087764913864,11
564.0,0.41071262669680714,0.5996313650985021,11
568.0,0.3929423164006286,0.602373466977205,11
572.0,0.3733916602658338,0.5917244025925558,11
576.0,0.33330181977578505,0.5814966920956615,11
580.0,0.2684712054743448,0.5844631512586999,11
584.0,0.20380128998035643,0.6043562911438445,11
588.0,0.17235582653267237,0.6314612042971035,11
592.0,0.18103847883512603,0.6484495496354908,11
596.0,0.20234773955824423,0.6442354218924298,11
600.0,0.19908025106435512,0.6219312712208985,11
