subject_id,modality,channel,nan_pct,all_nan
200,scalp_main,O1,0.0,False
200,scalp_main,Pz,0.0,False
200,scalp_main,P3,0.0,False
200,scalp_main,P7,0.0,False
200,scalp_main,CP1,0.0,False
200,scalp_main,CP5,0.0,False
200,scalp_main,TP7,0.0,False
200,scalp_main,Cz,0.0,False
200,scalp_main,C3,0.0,False
200,scalp_main,T7,0.0,False
200,scalp_main,FC1,0.0,False
200,scalp_main,FC5,0.0,False
200,scalp_main,F3,0.0,False
200,scalp_main,F7,0.0,False
200,scalp_main,Fp1,0.0,False
200,scalp_main,O2,0.0,False
200,scalp_main,P4,0.0,False
200,scalp_main,P8,0.0,False
200,scalp_main,CP2,0.0,False
200,scalp_main,CP6,0.0,False
200,scalp_main,TP8,0.0,False
200,scalp_main,C4,0.0,False
200,scalp_main,T8,0.0,False
200,scalp_main,Fc2,0.0,False
200,scalp_main,FC6,0.0,False
200,scalp_main,Fz,0.0,False
200,scalp_main,F4,0.0,False
200,scalp_main,F8,0.0,False
200,scalp_main,Fp2,0.0,False
200,scalp_main,Fpz,0.0,False
201,scalp_main,O1,0.0,False
201,scalp_main,Pz,0.0,False
201,scalp_main,P3,0.0,False
201,scalp_main,P7,0.0,False
201,scalp_main,CP1,0.0,False
201,scalp_main,Cz,0.0,False
201,scalp_main,C3,0.0,False
201,scalp_main,FC1,0.0,False
201,scalp_main,FC5,0.0,False
201,scalp_main,F3,0.0,False
201,scalp_main,F7,0.0,False
201,scalp_main,Fp1,0.0,False
201,scalp_main,O2,0.0,False
201,scalp_main,P4,0.0,False
201,scalp_main,P8,0.0,False
201,scalp_main,CP2,0.0,False
201,scalp_main,CP6,0.0,False
201,scalp_main,TP8,0.0,False
201,scalp_main,C4,0.0,False
201,scalp_main,T8,0.0,False
201,scalp_main,Fc2,0.0,False
201,scalp_main,FC6,0.0,False
201,scalp_main,Fz,0.0,False
201,scalp_main,F4,0.0,False
201,scalp_main,F8,0.0,False
201,scalp_main,Fp2,0.0,False
201,scalp_main,Fpz,0.0,False
202,scalp_main,O1,0.0,False
202,scalp_main,Pz,0.0,False
202,scalp_main,P3,0.0,False
202,scalp_main,P7,0.0,False
202,scalp_main,CP1,0.0,False
202,scalp_main,CP5,0.0,False
202,scalp_main,TP7,0.0,False
202,scalp_main,Cz,0.0,False
202,scalp_main,C3,0.0,False
202,scalp_main,T7,0.0,False
202,scalp_main,FC1,0.0,False
202,scalp_main,F3,0.0,False
202,scalp_main,F7,0.0,False
202,scalp_main,Fp1,0.0,False
202,scalp_main,O2,0.0,False
202,scalp_main,P4,0.0,False
202,scalp_main,P8,0.0,False
202,scalp_main,CP2,0.0,False
202,scalp_main,CP6,0.0,False
202,scalp_main,TP8,0.0,False
202,scalp_main,C4,0.0,False
