subject_id,modality,channel,nan_pct,all_nan
202,scalp_main,T8,0.0,False
202,scalp_main,Fc2,0.0,False
202,scalp_main,FC6,0.0,False
202,scalp_main,Fz,0.0,False
202,scalp_main,F4,0.0,False
202,scalp_main,F8,0.0,False
202,scalp_main,Fp2,0.0,False
202,scalp_main,Fpz,0.0,False
203,scalp_main,O1,0.0,False
203,scalp_main,Pz,0.0,False
203,scalp_main,P3,0.0,False
203,scalp_main,P7,0.0,False
203,scalp_main,CP1,0.0,False
203,scalp_main,CP5,0.0,False
203,scalp_main,TP7,0.0,False
203,scalp_main,Cz,0.0,False
203,scalp_main,C3,0.0,False
203,scalp_main,T7,0.0,False
203,scalp_main,FC5,0.0,False
203,scalp_main,F3,0.0,False
203,scalp_main,F7,0.0,False
203,scalp_main,Fp1,0.0,False
203,scalp_main,O2,0.0,False
203,scalp_main,P4,0.0,False
203,scalp_main,P8,0.0,False
203,scalp_main,CP2,0.0,False
203,scalp_main,CP6,0.0,False
203,scalp_main,TP8,0.0,False
203,scalp_main,C4,0.0,False
203,scalp_main,T8,0.0,False
203,scalp_main,Fc2,0.0,False
203,scalp_main,FC6,0.0,False
203,scalp_main,Fz,0.0,False
203,scalp_main,F4,0.0,False
203,scalp_main,F8,0.0,False
203,scalp_main,Fp2,0.0,False
203,scalp_main,Fpz,0.0,False
205,scalp_main,O1,0.0,False
205,scalp_main,Pz,0.0,False
205,scalp_main,P3,0.0,False
205,scalp_main,P7,0.0,False
205,scalp_main,CP1,0.0,False
205,scalp_main,CP5,0.0,False
205,scalp_main,TP7,0.0,False
205,scalp_main,Cz,0.0,False
205,scalp_main,C3,0.0,False
205,scalp_main,T7,0.0,False
205,scalp_main,FC1,0.0,False
205,scalp_main,FC5,0.0,False
205,scalp_main,F3,0.0,False
205,scalp_main,F7,0.0,False
205,scalp_main,Fp1,0.0,False
205,scalp_main,O2,0.0,False
205,scalp_main,P4,0.0,False
205,scalp_main,P8,0.0,False
205,scalp_main,CP6,0.0,False
205,scalp_main,TP8,0.0,False
205,scalp_main,C4,0.0,False
205,scalp_main,T8,0.0,False
205,scalp_main,FC6,0.0,False
205,scalp_main,Fz,0.0,False
205,scalp_main,F4,0.0,False
205,scalp_main,F8,0.0,False
205,scalp_main,Fp2,0.0,False
205,scalp_main,Fpz,0.0,False
206,scalp_main,O1,0.0,False
206,scalp_main,Pz,0.0,False
206,scalp_main,P3,0.0,False
206,scalp_main,P7,0.0,False
206,scalp_main,CP1,0.0,False
206,scalp_main,CP5,0.0,False
206,scalp_main,TP7,0.0,False
206,scalp_main,Cz,0.0,False
206,scalp_main,C3,0.0,False
206,scalp_main,T7,0.0,False
206,scalp_main,FC1,0.0,False
206,scalp_main,F7,0.0,False
206,scalp_main,Fp1,0.0,False
206,scalp_main,O2,0.0,False
206,scalp_main,P4,0.0,False
206,scalp_main,P8,0.0,False
206,scalp_main,CP2,0.0,False
206,scalp_main,CP6,0.0,False
206,scalp_main,TP8,0.0,False
206,scalp_main,C4,0.0,False
206,scalp_main,T8,0.0,False
206,scalp_main,Fc2,0.0,False
206,scalp_main,FC6,0.0,False
206,scalp_main,Fz,0.0,False
206,scalp_main,F4,0.0,False
206,scalp_main,F8,0.0,False
206,scalp_main,Fp2,0.0,False
206,scalp_main,Fpz,0.0,False
208,scalp_main,O1,0.0,False
208,scalp_main,Pz,0.0,False
208,scalp_main,P3,0.0,False
208,scalp_main,P7,0.0,False
208,scalp_main,CP1,0.0,False
208,scalp_main,CP5,0.0,False
208,scalp_main,TP7,0.0,False
208,scalp_main,Cz,0.0,False
208,scalp_main,C3,0.0,False
208,scalp_main,T7,0.0,False
208,scalp_main,FC1,0.0,False
208,scalp_main,F7,0.0,False
208,scalp_main,Fp1,0.0,False
208,scalp_main,O2,0.0,False
208,scalp_main,P4,0.0,False
208,scalp_main,P8,0.0,False
208,scalp_main,CP2,0.0,False
208,scalp_main,CP6,0.0,False
208,scalp_main,TP8,0.0,False
208,scalp_main,C4,0.0,False
208,scalp_main,T8,0.0,False
208,scalp_main,Fc2,0.0,False
208,scalp_main,FC6,0.0,False
208,scalp_main,Fz,0.0,False
208,scalp_main,F4,0.0,False
208,scalp_main,F8,0.0,False
208,scalp_main,Fp2,0.0,False
208,scalp_main,Fpz,0.0,False
211,scalp_main,O1,0.0,False
211,scalp_main,Pz,0.0,False
211,scalp_main,P3,0.0,False
211,scalp_main,P7,0.0,False
211,scalp_main,CP1,0.0,False
211,scalp_main,CP5,0.0,False
211,scalp_main,TP7,0.0,False
211,scalp_main,Cz,0.0,False
211,scalp_main,C3,0.0,False
211,scalp_main,T7,0.0,False
211,scalp_main,FC1,0.0,False
211,scalp_main,F7,0.0,False
211,scalp_main,Fp1,0.0,False
211,scalp_main,O2,0.0,False
211,scalp_main,P4,0.0,False
211,scalp_main,P8,0.0,False
211,scalp_main,CP2,0.0,False
211,scalp_main,CP6,0.0,False
211,scalp_main,C4,0.0,False
211,scalp_main,T8,0.0,False
211,scalp_main,Fc2,0.0,False
211,scalp_main,FC6,0.0,False
211,scalp_main,Fz,0.0,False
211,scalp_main,F4,0.0,False
211,scalp_main,F8,0.0,False
211,scalp_main,Fp2,0.0,False
211,scalp_main,Fpz,0.0,False
213,scalp_main,O1,0.0,False
213,scalp_main,Pz,0.0,False
213,scalp_main,P3,0.0,False
213,scalp_main,P7,0.0,False
213,scalp_main,CP5,0.0,False
213,scalp_main,TP7,0.0,False
213,scalp_main,Cz,0.0,False
213,scalp_main,C3,0.0,False
213,scalp_main,T7,0.0,False
213,scalp_main,FC5,0.0,False
213,scalp_main,F3,0.0,False
213,scalp_main,F7,0.0,False
213,scalp_main,Fp1,0.0,False
213,scalp_main,O2,0.0,False
213,scalp_main,P4,0.0,False
213,scalp_main,P8,0.0,False
213,scalp_main,CP6,0.0,False
213,scalp_main,TP8,0.0,False
213,scalp_main,C4,0.0,False
213,scalp_main,T8,0.0,False
213,scalp_main,FC6,0.0,False
213,scalp_main,Fz,0.0,False
213,scalp_main,F8,0.0,False
213,scalp_main,Fp2,0.0,False
213,scalp_main,Fpz,0.0,False
214,scalp_main,O1,0.0,False
214,scalp_main,Pz,0.0,False
214,scalp_main,P3,0.0,False
214,scalp_main,P7,0.0,False
214,scalp_main,CP1,0.0,False
214,scalp_main,CP5,0.0,False
214,scalp_main,TP7,0.0,False
214,scalp_main,C3,0.0,False
214,scalp_main,T7,0.0,False
214,scalp_main,FC1,0.0,False
214,scalp_main,F7,0.0,False
214,scalp_main,Fp1,0.0,False
214,scalp_main,O2,0.0,False
214,scalp_main,P4,0.0,False
214,scalp_main,P8,0.0,False
214,scalp_main,CP2,0.0,False
214,scalp_main,CP6,0.0,False
214,scalp_main,TP8,0.0,False
214,scalp_main,C4,0.0,False
214,scalp_main,T8,0.0,False
214,scalp_main,Fc2,0.0,False
214,scalp_main,FC6,0.0,False
214,scalp_main,Fz,0.0,False
214,scalp_main,F4,0.0,False
214,scalp_main,F8,0.0,False
214,scalp_main,Fp2,0.0,False
214,scalp_main,Fpz,0.0,False
215,scalp_main,O1,0.0,False
215,scalp_main,Pz,0.0,False
215,scalp_main,P3,0.0,False
215,scalp_main,P7,0.0,False
215,scalp_main,CP1,0.0,False
215,scalp_main,CP5,0.0,False
215,scalp_main,TP7,0.0,False
215,scalp_main,C3,0.0,False
215,scalp_main,T7,0.0,False
215,scalp_main,FC1,0.0,False
215,scalp_main,FC5,0.0,False
215,scalp_main,F3,0.0,False
215,scalp_main,F7,0.0,False
215,scalp_main,Fp1,0.0,False
215,scalp_main,O2,0.0,False
215,scalp_main,P4,0.0,False
215,scalp_main,P8,0.0,False
215,scalp_main,CP2,0.0,False
215,scalp_main,CP6,0.0,False
215,scalp_main,TP8,0.0,False
215,scalp_main,C4,0.0,False
215,scalp_main,T8,0.0,False
215,scalp_main,Fc2,0.0,False
215,scalp_main,FC6,0.0,False
215,scalp_main,Fz,0.0,False
215,scalp_main,F4,0.0,False
215,scalp_main,F8,0.0,False
215,scalp_main,Fp2,0.0,False
215,scalp_main,Fpz,0.0,False
200,ear_full_main,Fpz,0.0,False
200,ear_full_main,M1,0.0,False
200,ear_full_main,M2,0.0,False
200,ear_full_main,EL1,0.0,False
200,ear_full_main,EL3,0.0,False
200,ear_full_main,EL4,0.0,False
200,ear_full_main,EL5,0.0,False
200,ear_full_main,ER1,0.0,False
200,ear_full_main,ER2,0.0,False
200,ear_full_main,ER3,0.0,False
200,ear_full_main,ER4,0.0,False
201,ear_full_main,Fpz,0.0,False
201,ear_full_main,M1,0.0,False
201,ear_full_main,M2,0.0,False
201,ear_full_main,EL1,0.0,False
201,ear_full_main,EL3,0.0,False
201,ear_full_main,EL4,0.0,False
201,ear_full_main,EL5,0.0,False
201,ear_full_main,ER1,0.0,False
201,ear_full_main,ER2,0.0,False
201,ear_full_main,ER4,0.0,False
202,ear_full_main,Fpz,0.0,False
202,ear_full_main,M1,0.0,False
202,ear_full_main,M2,0.0,False
202,ear_full_main,EL1,0.0,False
202,ear_full_main,EL3,0.0,False
202,ear_full_main,EL5,0.0,False
202,ear_full_main,ER1,0.0,False
202,ear_full_main,ER2,0.0,False
202,ear_full_main,ER3,0.0,False
202,ear_full_main,ER4,0.0,False
203,ear_full_main,Fpz,0.0,False
203,ear_full_main,M1,0.0,False
203,ear_full_main,M2,0.0,False
203,ear_full_main,EL1,0.0,False
203,ear_full_main,EL3,0.0,False
203,ear_full_main,EL4,0.0,False
203,ear_full_main,EL5,0.0,False
203,ear_full_main,ER1,0.0,False
203,ear_full_main,ER2,0.0,False
203,ear_full_main,ER3,0.0,False
203,ear_full_main,ER4,0.0,False
205,ear_full_main,Fpz,0.0,False
205,ear_full_main,M1,0.0,False
205,ear_full_main,M2,0.0,False
205,ear_full_main,EL1,0.0,False
205,ear_full_main,EL3,0.0,False
205,ear_full_main,EL4,0.0,False
205,ear_full_main,EL5,0.0,False
205,ear_full_main,ER1,0.0,False
205,ear_full_main,ER2,0.0,False
205,ear_full_main,ER3,0.0,False
205,ear_full_main,ER4,0.0,False
206,ear_full_main,Fpz,0.0,False
206,ear_full_main,M1,0.0,False
206,ear_full_main,M2,0.0,False
206,ear_full_main,EL1,0.0,False
206,ear_full_main,EL3,0.0,False
206,ear_full_main,EL4,0.0,False
206,ear_full_main,EL5,0.0,False
206,ear_full_main,ER1,0.0,False
206,ear_full_main,ER2,0.0,False
206,ear_full_main,ER3,0.0,False
206,ear_full_main,ER4,0.0,False
208,ear_full_main,Fpz,0.0,False
208,ear_full_main,M1,0.0,False
208,ear_full_main,M2,0.0,False
208,ear_full_main,EL1,0.0,False
208,ear_full_main,EL3,0.0,False
208,ear_full_main,EL4,0.0,False
208,ear_full_main,EL5,0.0,False
208,ear_full_main,ER1,0.0,False
208,ear_full_main,ER2,0.0,False
208,ear_full_main,ER3,0.0,False
208,ear_full_main,ER4,0.0,False
209,ear_full_main,Fpz,0.0,False
209,ear_full_main,M1,0.0,False
209,ear_full_main,M2,0.0,False
209,ear_full_main,EL1,0.0,False
209,ear_full_main,EL3,0.0,False
209,ear_full_main,EL4,0.0,False
209,ear_full_main,EL5,0.0,False
209,ear_full_main,ER1,0.0,False
209,ear_full_main,ER2,0.0,False
209,ear_full_main,ER3,0.0,False
209,ear_full_main,ER4,0.0,False
211,ear_full_main,Fpz,0.0,False
211,ear_full_main,M1,0.0,False
211,ear_full_main,M2,0.0,False
211,ear_full_main,EL1,0.0,False
211,ear_full_main,EL3,0.0,False
211,ear_full_main,EL4,0.0,False
211,ear_full_main,EL5,0.0,False
211,ear_full_main,ER1,0.0,False
211,ear_full_main,ER2,0.0,False
211,ear_full_main,ER3,0.0,False
211,ear_full_main,ER4,0.0,False
212,ear_full_main,Fpz,0.0,False
212,ear_full_main,M1,0.0,False
212,ear_full_main,M2,0.0,False
212,ear_full_main,EL1,0.0,False
212,ear_full_main,EL3,0.0,False
212,ear_full_main,EL4,0.0,False
212,ear_full_main,EL5,0.0,False
212,ear_full_main,ER1,0.0,False
212,ear_full_main,ER2,0.0,False
212,ear_full_main,ER3,0.0,False
212,ear_full_main,ER4,0.0,False
214,ear_full_main,Fpz,0.0,False
214,ear_full_main,M1,0.0,False
214,ear_full_main,M2,0.0,False
214,ear_full_main,EL1,0.0,False
214,ear_full_main,EL3,0.0,False
214,ear_full_main,EL4,0.0,False
214,ear_full_main,EL5,0.0,False
214,ear_full_main,ER1,0.0,False
214,ear_full_main,ER2,0.0,False
214,ear_full_main,ER3,0.0,False
214,ear_full_main,ER4,0.0,False
200,ear_strict_main,M1,0.0,False
200,ear_strict_main,M2,0.0,False
200,ear_strict_main,EL1,0.0,False
200,ear_strict_main,EL3,0.0,False
200,ear_strict_main,EL4,0.0,False
200,ear_strict_main,EL5,0.0,False
200,ear_strict_main,ER1,0.0,False
200,ear_strict_main,ER2,0.0,False
200,ear_strict_main,ER3,0.0,False
200,ear_strict_main,ER4,0.0,False
201,ear_strict_main,M1,0.0,False
201,ear_strict_main,M2,0.0,False
201,ear_strict_main,EL1,0.0,False
201,ear_strict_main,EL3,0.0,False
201,ear_strict_main,EL4,0.0,False
201,ear_strict_main,EL5,0.0,False
201,ear_strict_main,ER1,0.0,False
201,ear_strict_main,ER2,0.0,False
201,ear_strict_main,ER4,0.0,False
202,ear_strict_main,M1,0.0,False
202,ear_strict_main,M2,0.0,False
202,ear_strict_main,EL1,0.0,False
202,ear_strict_main,EL3,0.0,False
202,ear_strict_main,EL5,0.0,False
202,ear_strict_main,ER1,0.0,False
202,ear_strict_main,ER2,0.0,False
202,ear_strict_main,ER3,0.0,False
202,ear_strict_main,ER4,0.0,False
203,ear_strict_main,M1,0.0,False
203,ear_strict_main,M2,0.0,False
203,ear_strict_main,EL1,0.0,False
203,ear_strict_main,EL3,0.0,False
203,ear_strict_main,EL4,0.0,False
203,ear_strict_main,EL5,0.0,False
203,ear_strict_main,ER1,0.0,False
203,ear_strict_main,ER2,0.0,False
203,ear_strict_main,ER3,0.0,False
203,ear_strict_main,ER4,0.0,False
205,ear_strict_main,M1,0.0,False
205,ear_strict_main,M2,0.0,False
205,ear_strict_main,EL1,0.0,False
205,ear_strict_main,EL3,0.0,False
205,ear_strict_main,EL4,0.0,False
205,ear_strict_main,EL5,0.0,False
205,ear_strict_main,ER1,0.0,False
205,ear_strict_main,ER2,0.0,False
205,ear_strict_main,ER3,0.0,False
205,ear_strict_main,ER4,0.0,False
206,ear_strict_main,M1,0.0,False
206,ear_strict_main,M2,0.0,False
206,ear_strict_main,EL1,0.0,False
206,ear_strict_main,EL3,0.0,False
206,ear_strict_main,EL4,0.0,False
206,ear_strict_main,EL5,0.0,False
206,ear_strict_main,ER1,0.0,False
206,ear_strict_main,ER2,0.0,False
206,ear_strict_main,ER3,0.0,False
206,ear_strict_main,ER4,0.0,False
208,ear_strict_main,M1,0.0,False
208,ear_strict_main,M2,0.0,False
208,ear_strict_main,EL1,0.0,False
208,ear_strict_main,EL3,0.0,False
208,ear_strict_main,EL4,0.0,False
208,ear_strict_main,EL5,0.0,False
208,ear_strict_main,ER1,0.0,False
208,ear_strict_main,ER2,0.0,False
208,ear_strict_main,ER3,0.0,False
208,ear_strict_main,ER4,0.0,False
209,ear_strict_main,M1,0.0,False
209,ear_strict_main,M2,0.0,False
209,ear_strict_main,EL1,0.0,False
209,ear_strict_main,EL3,0.0,False
209,ear_strict_main,EL4,0.0,False
209,ear_strict_main,EL5,0.0,False
209,ear_strict_main,ER1,0.0,False
209,ear_strict_main,ER2,0.0,False
209,ear_strict_main,ER3,0.0,False
209,ear_strict_main,ER4,0.0,False
211,ear_strict_main,M1,0.0,False
211,ear_strict_main,M2,0.0,False
211,ear_strict_main,EL1,0.0,False
211,ear_strict_main,EL3,0.0,False
211,ear_strict_main,EL4,0.0,False
211,ear_strict_main,EL5,0.0,False
211,ear_strict_main,ER1,0.0,False
211,ear_strict_main,ER2,0.0,False
211,ear_strict_main,ER3,0.0,False
211,ear_strict_main,ER4,0.0,False
212,ear_strict_main,M1,0.0,False
212,ear_strict_main,M2,0.0,False
212,ear_strict_main,EL1,0.0,False
212,ear_strict_main,EL3,0.0,False
212,ear_strict_main,EL4,0.0,False
212,ear_strict_main,EL5,0.0,False
212,ear_strict_main,ER1,0.0,False
212,ear_strict_main,ER2,0.0,False
212,ear_strict_main,ER3,0.0,False
212,ear_strict_main,ER4,0.0,False
214,ear_strict_main,M1,0.0,False
214,ear_strict_main,M2,0.0,False
214,ear_strict_main,EL1,0.0,False
214,ear_strict_main,EL3,0.0,False
214,ear_strict_main,EL4,0.0,False
214,ear_strict_main,EL5,0.0,False
214,ear_strict_main,ER1,0.0,False
214,ear_strict_main,ER2,0.0,False
214,ear_strict_main,ER3,0.0,False
214,ear_strict_main,ER4,0.0,False
