subject_id,modality,contrast,condition,roi,window,start_ms,end_ms,mean_amplitude
206,scalp_main,emotional_vs_neutral,neutral,central_roi,W3,220,320,-4.3371357128987436
206,scalp_main,emotional_vs_neutral,neutral,central_roi,W4,320,600,-3.3087881845778555
208,scalp_main,face_vs_nonface,face,face_roi,W1,80,130,7.568095389907158
208,scalp_main,face_vs_nonface,face,face_roi,W2,130,220,6.765717325767036
208,scalp_main,face_vs_nonface,face,face_roi,W3,220,320,4.625430552018044
208,scalp_main,face_vs_nonface,face,face_roi,W4,320,600,4.094809025662684
208,scalp_main,face_vs_nonface,non_face,face_roi,W1,80,130,1.9916977056895335
208,scalp_main,face_vs_nonface,non_face,face_roi,W2,130,220,3.6905817038142086
208,scalp_main,face_vs_nonface,non_face,face_roi,W3,220,320,-3.7191966013131004
208,scalp_main,face_vs_nonface,non_face,face_roi,W4,320,600,-1.2491978715227268
208,scalp_main,face_vs_nonface,face,late_roi,W1,80,130,-0.6781057183343479
208,scalp_main,face_vs_nonface,face,late_roi,W2,130,220,1.5512595153721092
208,scalp_main,face_vs_nonface,face,late_roi,W3,220,320,-2.097001525942042
208,scalp_main,face_vs_nonface,face,late_roi,W4,320,600,-0.8097918950824537
208,scalp_main,face_vs_nonface,non_face,late_roi,W1,80,130,-2.3202548184158505
208,scalp_main,face_vs_nonface,non_face,late_roi,W2,130,220,-1.22822946018632
208,scalp_main,face_vs_nonface,non_face,late_roi,W3,220,320,-8.391422690816732
208,scalp_main,face_vs_nonface,non_face,late_roi,W4,320,600,-3.663917836549498
208,scalp_main,face_vs_nonface,face,central_roi,W1,80,130,-1.1251055396526666
208,scalp_main,face_vs_nonface,face,central_roi,W2,130,220,0.6836188878965573
208,scalp_main,face_vs_nonface,face,central_roi,W3,220,320,-1.4852969349136709
208,scalp_main,face_vs_nonface,face,central_roi,W4,320,600,-1.2354770152588819
208,scalp_main,face_vs_nonface,non_face,central_roi,W1,80,130,-3.154394591173212
208,scalp_main,face_vs_nonface,non_face,central_roi,W2,130,220,-2.5151165781118006
208,scalp_main,face_vs_nonface,non_face,central_roi,W3,220,320,-6.038437039645017
208,scalp_main,face_vs_nonface,non_face,central_roi,W4,320,600,-2.628703363497141
208,scalp_main,emotional_vs_neutral,emotional,face_roi,W1,80,130,7.314774906661729
208,scalp_main,emotional_vs_neutral,emotional,face_roi,W2,130,220,6.249688036999644
208,scalp_main,emotional_vs_neutral,emotional,face_roi,W3,220,320,4.49749513446355
208,scalp_main,emotional_vs_neutral,emotional,face_roi,W4,320,600,3.4094981575631262
208,scalp_main,emotional_vs_neutral,neutral,face_roi,W1,80,130,8.328056839643466
208,scalp_main,emotional_vs_neutral,neutral,face_roi,W2,130,220,8.313805192069218
208,scalp_main,emotional_vs_neutral,neutral,face_roi,W3,220,320,5.009236804681525
208,scalp_main,emotional_vs_neutral,neutral,face_roi,W4,320,600,6.150741629961365
208,scalp_main,emotional_vs_neutral,emotional,late_roi,W1,80,130,-0.6272864176471433
208,scalp_main,emotional_vs_neutral,emotional,late_roi,W2,130,220,1.2468434384007194
208,scalp_main,emotional_vs_neutral,emotional,late_roi,W3,220,320,-2.087233036092177
208,scalp_main,emotional_vs_neutral,emotional,late_roi,W4,320,600,-1.4374632106839895
