subject_id,window,start_ms,end_ms,channel,n_face_epochs,n_nonface_epochs,face_mean,nonface_mean,difference
200,W1,80.0,130.0,O1,320,80,7.405626539076357,3.2656205317744447,4.140006007301912
200,W1,80.0,130.0,Pz,320,80,1.020636463785727,0.40892864422230574,0.6117078195634214
200,W1,80.0,130.0,P3,320,80,3.2577092571952693,3.8212831158797305,-0.5635738586844612
200,W1,80.0,130.0,P7,320,80,5.787160489733677,6.14887454688544,-0.3617140571517634
200,W1,80.0,130.0,CP1,320,80,0.37451462261166435,1.5423785640271988,-1.1678639414155345
200,W1,80.0,130.0,CP5,320,80,2.6450769882073115,3.4583487625359743,-0.8132717743286628
200,W1,80.0,130.0,TP7,320,80,3.2524320770007384,4.044290332791703,-0.7918582557909644
200,W1,80.0,130.0,Cz,320,80,-0.9624920316093654,-0.25435586173574287,-0.7081361698736225
200,W1,80.0,130.0,C3,320,80,0.03290138339348279,0.7143906990335749,-0.6814893156400921
200,W1,80.0,130.0,T7,320,80,1.6298514980672618,1.766648781977629,-0.13679728391036727
200,W1,80.0,130.0,FC1,320,80,-1.649340158421383,-1.0445907007411925,-0.6047494576801904
200,W1,80.0,130.0,FC5,320,80,-0.6983031497839605,-0.046741874607799425,-0.651561275176161
200,W1,80.0,130.0,F3,320,80,-3.612191218269268,-2.1706531692658038,-1.4415380490034644
200,W1,80.0,130.0,F7,320,80,-2.7179746159825138,-1.3813385137835268,-1.336636102198987
200,W1,80.0,130.0,Fp1,320,80,-11.603939381437955,-7.5503235080247855,-4.05361587341317
200,W1,80.0,130.0,O2,320,80,7.771036980703034,2.64844022487508,5.122596755827955
200,W1,80.0,130.0,P4,320,80,2.970059255435639,2.3637886892328837,0.6062705662027552
200,W1,80.0,130.0,P8,320,80,6.154424574560761,4.644182630721231,1.5102419438395307
200,W1,80.0,130.0,CP2,320,80,0.16888135276975969,0.44339656468840205,-0.27451521191864237
200,W1,80.0,130.0,CP6,320,80,2.4757628615383482,1.452350131923707,1.0234127296146411
200,W1,80.0,130.0,TP8,320,80,3.9570620334881546,2.439716473730985,1.5173455597571697
200,W1,80.0,130.0,C4,320,80,0.11701128836718457,-0.3626795903802392,0.4796908787474238
200,W1,80.0,130.0,T8,320,80,2.6503985828117482,0.32337814301644496,2.3270204397953034
200,W1,80.0,130.0,FC2,320,80,-1.6491800689910077,-1.2733456017547229,-0.3758344672362848
200,W1,80.0,130.0,FC6,320,80,-0.24530493688217578,-0.861654103478266,0.6163491665960902
200,W1,80.0,130.0,Fz,320,80,-3.433586708530587,-2.400553506689429,-1.033033201841158
200,W1,80.0,130.0,F4,320,80,-2.886763786158181,-2.396047588900606,-0.4907161972575751
200,W1,80.0,130.0,F8,320,80,-1.46824241977456,-2.9466942766517334,1.4784518568771734
200,W1,80.0,130.0,Fp2,320,80,-11.383923714261496,-9.030176460051996,-2.3537472542095
200,W1,80.0,130.0,Fpz,320,80,-10.6808257692461,-7.7963274313096305,-2.8844983379364697
200,W2,130.0,220.0,O1,320,80,9.30256616236095,10.022482442009215,-0.719916279648265
200,W2,130.0,220.0,Pz,320,80,1.9079310348417906,1.6914203658974474,0.21651066894434323
200,W2,130.0,220.0,P3,320,80,4.192836346310108,5.380376669146886,-1.187540322836778
200,W2,130.0,220.0,P7,320,80,7.859308838352682,8.757561742955943,-0.898252904603261
200,W2,130.0,220.0,CP1,320,80,0.10406456139169315,1.0827222524505116,-0.9786576910588184
200,W2,130.0,220.0,CP5,320,80,2.841088282871162,3.768374328764764,-0.9272860458936019
200,W2,130.0,220.0,TP7,320,80,3.6619331665816004,4.892699931800019,-1.2307667652184184
200,W2,130.0,220.0,Cz,320,80,-1.8338545541174613,-1.4142755905594404,-0.41957896355802093
200,W2,130.0,220.0,C3,320,80,-0.5977224378189984,-0.30545827392653535,-0.292264163892463
200,W2,130.0,220.0,T7,320,80,1.7950513019537664,1.3200799753691,0.47497132658466645
200,W2,130.0,220.0,FC1,320,80,-2.77962474728588,-2.5955809292036376,-0.18404381808224235
200,W2,130.0,220.0,FC5,320,80,-1.4287939570702575,-1.313679489220138,-0.11511446785011947
200,W2,130.0,220.0,F3,320,80,-4.866911194097645,-4.3696018806503165,-0.4973093134473281
200,W2,130.0,220.0,F7,320,80,-3.450643343167908,-2.636899561310157,-0.8137437818577511
200,W2,130.0,220.0,Fp1,320,80,-13.399591436049363,-9.747470976095356,-3.6521204599540074
200,W2,130.0,220.0,O2,320,80,10.659969646266587,9.354620229378414,1.3053494168881734
200,W2,130.0,220.0,P4,320,80,5.739141066620162,5.450742844885552,0.28839822173461016
200,W2,130.0,220.0,P8,320,80,8.535126832180497,7.14434657268173,1.3907802594987668
200,W2,130.0,220.0,CP2,320,80,0.4044991236534437,0.2790639783700918,0.12543514528335192
200,W2,130.0,220.0,CP6,320,80,3.3994242972216746,2.0362324650499675,1.3631918321717071
200,W2,130.0,220.0,TP8,320,80,5.000374106883299,3.382492257597723,1.6178818492855762
200,W2,130.0,220.0,C4,320,80,0.0888755802434568,-0.841334776166425,0.9302103564098818
200,W2,130.0,220.0,T8,320,80,2.6938986215951495,0.7036828521755305,1.990215769419619
200,W2,130.0,220.0,FC2,320,80,-2.7093502026079728,-3.0399511034534608,0.330600900845488
200,W2,130.0,220.0,FC6,320,80,-0.7080889145761375,-1.5483922174783327,0.8403033029021951
200,W2,130.0,220.0,Fz,320,80,-4.981686407609696,-4.705296298732956,-0.27639010887673976
200,W2,130.0,220.0,F4,320,80,-4.116389029526257,-4.485604703793079,0.36921567426682245
200,W2,130.0,220.0,F8,320,80,-1.9840849168639423,-3.634964194076833,1.6508792772128906
200,W2,130.0,220.0,Fp2,320,80,-13.135862679623086,-11.562994814418783,-1.5728678652043033
200,W2,130.0,220.0,Fpz,320,80,-12.515269705961442,-10.140236183115247,-2.375033522846195
200,W3,220.0,320.0,O1,320,80,9.013906788370294,10.51422370522681,-1.5003169168565158
200,W3,220.0,320.0,Pz,320,80,1.8610361671844342,0.7328014945970798,1.1282346725873544
200,W3,220.0,320.0,P3,320,80,4.8240569219485,5.733256781274524,-0.9091998593260238
200,W3,220.0,320.0,P7,320,80,8.58456531262752,11.249145438310535,-2.664580125683015
200,W3,220.0,320.0,CP1,320,80,0.6367707879062908,0.1360137474345665,0.5007570404717243
200,W3,220.0,320.0,CP5,320,80,3.724760755189154,4.414584507466153,-0.689823752276999
200,W3,220.0,320.0,TP7,320,80,4.505540752501687,6.4266368294638125,-1.921096076962126
200,W3,220.0,320.0,Cz,320,80,-1.5779823224285605,-3.097789293251116,1.5198069708225554
200,W3,220.0,320.0,C3,320,80,-0.22242227048338806,-1.2310281876174258,1.0086059171340378
200,W3,220.0,320.0,T7,320,80,1.6311657495643963,1.6529721721459447,-0.021806422581548413
200,W3,220.0,320.0,FC1,320,80,-2.662091465611893,-4.351867684591298,1.689776218979405
200,W3,220.0,320.0,FC5,320,80,-1.6494489556968202,-1.7319842407327273,0.08253528503590712
200,W3,220.0,320.0,F3,320,80,-4.749937438837888,-5.094857741219034,0.344920302381146
200,W3,220.0,320.0,F7,320,80,-3.714883237567985,-2.6249621570501755,-1.0899210805178097
200,W3,220.0,320.0,Fp1,320,80,-12.843219996801507,-8.931028800158275,-3.9121911966432315
200,W3,220.0,320.0,O2,320,80,10.197175853193752,11.185638289504245,-0.9884624363104937
200,W3,220.0,320.0,P4,320,80,5.432038284589093,6.465843621680262,-1.0338053370911693
200,W3,220.0,320.0,P8,320,80,8.183853964821893,10.707532598917906,-2.5236786340960133
200,W3,220.0,320.0,CP2,320,80,0.7476735507476087,-0.4742819548825351,1.2219555056301439
200,W3,220.0,320.0,CP6,320,80,2.9979471789261414,2.9117091674020354,0.08623801152410593
200,W3,220.0,320.0,TP8,320,80,4.405202940399013,5.135485669371979,-0.7302827289729663
200,W3,220.0,320.0,C4,320,80,-0.3141273181461577,-1.6995578109929361,1.3854304928467784
200,W3,220.0,320.0,T8,320,80,1.6274678548468036,0.7350795979290122,0.8923882569177913
