subject_id,modality,channel,nan_pct,ptp_median,ptp_p95,ptp_p99,ptp_max,suspect,reason
200,scalp_main,O1,0.0,32.326059418384546,61.503235244719235,69.95341615338457,107.63046772825919,False,
200,scalp_main,Pz,0.0,21.405985195955083,39.65724329987508,48.08602106359446,55.76301985921191,False,
200,scalp_main,P3,0.0,20.874785197296234,45.217571835836594,53.043629066077706,56.962969856182326,False,
200,scalp_main,P7,0.0,33.1901599162029,60.02632774844809,70.52331216194573,78.28146780235829,False,
200,scalp_main,CP1,0.0,17.23543045648472,34.091814288926436,39.40832699050353,45.34288488552022,False,
200,scalp_main,CP5,0.0,18.99201920204976,40.19249834852369,45.4674991152056,57.531107854747916,False,
200,scalp_main,TP7,0.0,25.893734934624604,51.08581682102068,58.26663027289089,62.64853184182766,False,
200,scalp_main,Cz,0.0,17.373203456136878,27.878949779612405,33.29384056094113,35.9849639091467,False,
200,scalp_main,C3,0.0,16.67662495789557,27.435616755731722,31.764028124803534,42.83677189184755,False,
200,scalp_main,T7,0.0,40.16245789859954,57.250283055456926,67.08086107063711,76.89098780586892,False,
200,scalp_main,FC1,0.0,16.629430458014724,22.48759939322426,24.973907636946937,29.65606692512563,False,
200,scalp_main,FC5,0.0,17.67207095538231,26.606548532824917,37.55301810518774,40.76607989707554,False,
200,scalp_main,F3,0.0,22.27500794376101,40.36477244808874,49.48457211006347,92.57830976626224,False,
200,scalp_main,F7,0.0,23.594510940429586,42.70474839218085,62.44661640733742,113.59428971320199,False,
200,scalp_main,Fp1,0.0,29.53976642541926,169.30430207254773,189.33430940197678,241.24598739091243,False,
200,scalp_main,O2,0.0,31.873195419527917,57.71911895427323,67.96952906839343,79.36824279961445,False,
200,scalp_main,P4,0.0,22.21962469390084,41.54501019510891,49.76676779435098,66.05907983321686,False,
200,scalp_main,P8,0.0,28.815473927247922,55.61068115959652,61.71175629419279,80.64287579639631,False,
200,scalp_main,CP2,0.0,16.794859207597057,30.99994127173265,39.010948491506824,49.72142337446547,False,
200,scalp_main,CP6,0.0,16.877258957389017,35.220021211077984,39.21112836100139,64.6343698368139,False,
200,scalp_main,TP8,0.0,24.298340688652587,45.89302388413124,54.14553980329563,71.97009181829299,False,
200,scalp_main,C4,0.0,15.484118960906358,25.225476061311788,32.11476856391795,58.65713985190496,False,
200,scalp_main,T8,0.0,48.77598287685248,70.76306772134042,80.13491343767875,92.56084976630632,False,
200,scalp_main,Fc2,0.0,17.134839956738688,23.075604666739693,25.08708553666118,29.82720392469355,False,
200,scalp_main,FC6,0.0,19.6190344504667,29.73895087491635,39.99067297903322,59.88420784880691,False,
200,scalp_main,Fz,0.0,21.610901945437718,36.05093900898012,41.87349923427955,58.880263851341624,False,
200,scalp_main,F4,0.0,23.186750441459083,39.369192550602314,47.93664691647159,58.04814985344251,False,
200,scalp_main,F8,0.0,26.243182433742334,55.46671495995996,67.04945882071638,77.87175080339273,False,
200,scalp_main,Fp2,0.0,29.42604092570639,180.07926009534359,199.4796475963623,223.73559343512193,False,
200,scalp_main,Fpz,0.0,29.350055925898232,160.84854939389643,178.17487505015168,202.5649794885726,False,
200,ear_full_main,Fpz,0.0,35.09947991138233,189.9798259203469,206.93072635755007,244.4881313827268,False,
200,ear_full_main,M1,0.0,32.08839991898458,49.26267897562368,58.50169771229739,67.29800783008886,False,
