subject_id,modality,contrast,condition_a,condition_b,roi,window,start_ms,end_ms,mean_a,mean_b,difference,n_a,n_b
209,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_full,W5,600.0,800.0,0.0030264658206027,-0.0093158479347429,0.0123423137553456,240.0,80.0
211,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_full,W5,600.0,800.0,0.0171207676324423,0.0033618510087785,0.013758916623663799,240.0,80.0
212,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_full,W5,600.0,800.0,0.0025532330590215,-0.0114997040199647,0.0140529370789862,240.0,80.0
214,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_full,W5,600.0,800.0,-0.008536391209839,0.0085391265864504,-0.0170755177962894,240.0,80.0
200,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W1,80.0,130.0,0.92952001183923,0.2097369514515254,0.7197830603877047,240.0,80.0
201,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W1,80.0,130.0,0.942509576322316,-1.9902600731636937,2.93276964948601,240.0,80.0
202,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W1,80.0,130.0,2.5446304100673998,-2.6383660636583675,5.182996473725767,240.0,80.0
203,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W1,80.0,130.0,1.34553685240623,1.2789116576143795,0.06662519479185058,240.0,80.0
205,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W1,80.0,130.0,0.4154444033192393,0.7946787694933801,-0.3792343661741408,240.0,80.0
206,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W1,80.0,130.0,1.0302502033444063,0.455410989921576,0.5748392134228303,240.0,80.0
208,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W1,80.0,130.0,0.0761600491387033,1.4218903558412943,-1.345730306702591,240.0,80.0
209,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W1,80.0,130.0,0.024436624227195,-0.5206486614227332,0.5450852856499282,240.0,80.0
211,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W1,80.0,130.0,0.2760589741387294,-0.1180103451910996,0.39406931932982897,240.0,80.0
212,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W1,80.0,130.0,0.3342736465607843,-0.54129302097508,0.8755666675358643,240.0,80.0
214,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W1,80.0,130.0,-0.8521905772834953,-0.2845694703725815,-0.5676211069109138,240.0,80.0
200,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W2,130.0,220.0,0.6730579403201077,1.1767911374548767,-0.503733197134769,240.0,80.0
201,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W2,130.0,220.0,-0.3920124452518415,1.144922067680055,-1.5369345129318963,240.0,80.0
202,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W2,130.0,220.0,2.943901713100096,-2.8238382968591416,5.767740009959238,240.0,80.0
203,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W2,130.0,220.0,1.1858559194218168,0.2834362467315647,0.902419672690252,240.0,80.0
205,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W2,130.0,220.0,0.0328489649093636,0.4806747195941416,-0.447825754684778,240.0,80.0
206,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W2,130.0,220.0,1.394613861347897,0.8223364240269524,0.5722774373209447,240.0,80.0
208,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W2,130.0,220.0,0.3245751984598721,0.9749943442327332,-0.6504191457728612,240.0,80.0
209,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W2,130.0,220.0,-0.1020517616500444,-0.7359405468861634,0.633888785236119,240.0,80.0
211,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W2,130.0,220.0,0.472556129202175,0.5081428460958182,-0.03558671689364318,240.0,80.0
212,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W2,130.0,220.0,0.4048464468275022,-0.6667866339360582,1.0716330807635603,240.0,80.0
214,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W2,130.0,220.0,-1.0176258428479557,-0.7721736887642182,-0.24545215408373744,240.0,80.0
200,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W3,220.0,320.0,1.0404489131467285,1.504604205501178,-0.4641552923544494,240.0,80.0
201,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W3,220.0,320.0,-2.276792044647993,-0.4025903835382896,-1.8742016611097032,240.0,80.0
202,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W3,220.0,320.0,3.3336752323223777,-2.9770812966798004,6.3107565290021785,240.0,80.0
203,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W3,220.0,320.0,1.2816839093050651,0.7566123917641769,0.5250715175408882,240.0,80.0
205,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W3,220.0,320.0,0.008630378525781,0.9975426414421428,-0.9889122629163618,240.0,80.0
206,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W3,220.0,320.0,1.5673737062515716,1.398411003775172,0.16896270247639955,240.0,80.0
208,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W3,220.0,320.0,-1.3675139895747772,-1.5604592419857115,0.1929452524109343,240.0,80.0
209,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W3,220.0,320.0,-0.556321463272965,-1.0510504847149216,0.4947290214419565,240.0,80.0
211,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W3,220.0,320.0,-0.3978014889634714,-1.215956663411888,0.8181551744484166,240.0,80.0
212,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W3,220.0,320.0,0.5031198851654903,-1.2588617896486984,1.7619816748141888,240.0,80.0
214,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W3,220.0,320.0,-0.6478479753906532,-1.0300199615924417,0.3821719862017885,240.0,80.0
200,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W4,320.0,600.0,0.9077758808103876,1.7547566478216905,-0.8469807670113029,240.0,80.0
201,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W4,320.0,600.0,-0.262481729052063,-0.6363139737589096,0.3738322447068466,240.0,80.0
202,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W4,320.0,600.0,3.483684826178465,-3.0805275275879223,6.564212353766387,240.0,80.0
203,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W4,320.0,600.0,0.3136480044376973,0.6402425013220111,-0.3265944968843138,240.0,80.0
205,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W4,320.0,600.0,-0.3508730228274463,0.381371802182164,-0.7322448250096103,240.0,80.0
206,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W4,320.0,600.0,1.4072992220848273,0.2610410224830684,1.146258199601759,240.0,80.0
208,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W4,320.0,600.0,-0.6847859701589062,-0.0813312413339365,-0.6034547288249696,240.0,80.0
209,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W4,320.0,600.0,0.1135936951409466,-0.9205845405510796,1.0341782356920262,240.0,80.0
211,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W4,320.0,600.0,-0.5195997006709883,-1.4646000829278525,0.9450003822568642,240.0,80.0
212,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W4,320.0,600.0,0.0328603602167826,-1.6686819617689193,1.7015423219857018,240.0,80.0
214,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W4,320.0,600.0,-0.8881526180619049,-1.4442914447352422,0.5561388266733372,240.0,80.0
200,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W5,600.0,800.0,-0.8133441941423449,0.7613538356739304,-1.5746980298162754,240.0,80.0
201,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W5,600.0,800.0,0.1163597329890544,-0.2974430087407358,0.4138027417297902,240.0,80.0
202,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W5,600.0,800.0,0.1146581723027845,-4.928277562842435,5.04293573514522,240.0,80.0
203,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W5,600.0,800.0,-0.4861668390407025,0.3088235980549144,-0.7949904370956169,240.0,80.0
205,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W5,600.0,800.0,-0.649371661624139,0.1410244315353131,-0.790396093159452,240.0,80.0
206,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W5,600.0,800.0,-0.485455236716736,-1.392384061622396,0.90692882490566,240.0,80.0
208,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W5,600.0,800.0,-2.6104452530420743,-0.6551119056953821,-1.9553333473466923,240.0,80.0
209,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W5,600.0,800.0,0.014519707321944,-1.7162140413485725,1.7307337486705165,240.0,80.0
211,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W5,600.0,800.0,-1.0753295145905513,-1.3171706801314962,0.24184116554094492,240.0,80.0
212,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W5,600.0,800.0,-0.4959728461017609,-0.3697373420044212,-0.1262355040973397,240.0,80.0
214,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_left,W5,600.0,800.0,-0.1505457757243243,-1.1606745977486803,1.010128822024356,240.0,80.0
200,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W1,80.0,130.0,2.4087544376234664,2.680424735424304,-0.2716702978008376,240.0,80.0
201,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W1,80.0,130.0,5.098265246782119,3.580101380729743,1.518163866052376,240.0,80.0
202,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W1,80.0,130.0,4.980566669438159,-1.3080136373390154,6.288580306777174,240.0,80.0
203,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W1,80.0,130.0,0.1397464134406207,0.4669315966792465,-0.3271851832386258,240.0,80.0
205,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W1,80.0,130.0,1.2061689211684583,1.5983696857802605,-0.3922007646118022,240.0,80.0
206,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W1,80.0,130.0,2.19792613346028,1.1820036007372878,1.0159225327229922,240.0,80.0
208,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W1,80.0,130.0,1.0836910006523872,1.597702067576626,-0.5140110669242388,240.0,80.0
209,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W1,80.0,130.0,0.9754299391185524,1.4469607778107505,-0.47153083869219814,240.0,80.0
211,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W1,80.0,130.0,2.513979584850903,2.7283801351035724,-0.21440055025266958,240.0,80.0
212,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W1,80.0,130.0,0.7914012180617903,0.6156595388542864,0.17574167920750394,240.0,80.0
214,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W1,80.0,130.0,1.0316623363866344,0.8905192208105611,0.14114311557607329,240.0,80.0
200,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W2,130.0,220.0,2.988103924527183,2.850878686477256,0.1372252380499268,240.0,80.0
201,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W2,130.0,220.0,2.451764268529847,4.59931968217817,-2.1475554136483233,240.0,80.0
202,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W2,130.0,220.0,6.005558960806985,-2.488764450712893,8.494323411519877,240.0,80.0
203,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W2,130.0,220.0,1.8371095851798331,2.347826784512037,-0.5107171993322039,240.0,80.0
205,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W2,130.0,220.0,1.8021016733805533,2.2189635519918225,-0.4168618786112692,240.0,80.0
206,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W2,130.0,220.0,3.2255052688419434,2.75506342818602,0.47044184065592365,240.0,80.0
208,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W2,130.0,220.0,0.5109768673357529,1.509787178051095,-0.9988103107153421,240.0,80.0
209,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W2,130.0,220.0,1.420814502947464,2.432696862620636,-1.0118823596731719,240.0,80.0
211,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W2,130.0,220.0,3.481690520246986,3.5082091081450115,-0.026518587898025636,240.0,80.0
212,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W2,130.0,220.0,-1.2457713939521762,-0.8449806528318224,-0.40079074112035373,240.0,80.0
214,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W2,130.0,220.0,0.3125864662024794,0.2592263898613164,0.053360076341162965,240.0,80.0
200,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W3,220.0,320.0,2.90596939831446,2.634836160073776,0.2711332382406839,240.0,80.0
201,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W3,220.0,320.0,0.0404901654988813,3.441829444755416,-3.4013392792565345,240.0,80.0
202,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W3,220.0,320.0,6.415405447757262,-4.617964120618881,11.033369568376143,240.0,80.0
203,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W3,220.0,320.0,1.575395888152769,1.8171183769282189,-0.24172248877544988,240.0,80.0
205,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W3,220.0,320.0,2.503742995561616,3.058755934247314,-0.5550129386856977,240.0,80.0
206,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W3,220.0,320.0,3.7492101827610336,3.269685047346986,0.47952513541404773,240.0,80.0
208,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W3,220.0,320.0,-0.273331226070378,-0.5725262474500965,0.2991950213797185,240.0,80.0
209,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W3,220.0,320.0,0.9692654472396338,2.264671469999065,-1.295406022759431,240.0,80.0
211,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W3,220.0,320.0,4.174358765923105,4.274767949005166,-0.1004091830820606,240.0,80.0
212,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W3,220.0,320.0,-0.8379628551917788,-0.6298703438126679,-0.2080925113791109,240.0,80.0
214,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W3,220.0,320.0,0.1794947846763761,0.3003779362675984,-0.12088315159122229,240.0,80.0
200,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W4,320.0,600.0,2.263856238438881,2.5299599948209184,-0.2661037563820372,240.0,80.0
201,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W4,320.0,600.0,2.8835535918862,2.70315321839952,0.18040037348667992,240.0,80.0
202,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W4,320.0,600.0,6.760528324126946,-6.363718028667456,13.124246352794401,240.0,80.0
203,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W4,320.0,600.0,1.057296911417473,1.3702708177025766,-0.3129739062851036,240.0,80.0
205,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W4,320.0,600.0,2.1448205752316505,3.2489882912529446,-1.1041677160212942,240.0,80.0
206,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W4,320.0,600.0,2.83896868035704,1.8801800788080736,0.9587886015489664,240.0,80.0
208,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W4,320.0,600.0,0.5835657024576999,0.2960544451430201,0.2875112573146798,240.0,80.0
209,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W4,320.0,600.0,0.5550063831310476,1.662590793387508,-1.1075844102564605,240.0,80.0
211,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W4,320.0,600.0,4.456343272254779,3.821807876689977,0.6345353955648023,240.0,80.0
212,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W4,320.0,600.0,-1.0192063059535406,-0.6518177882513558,-0.3673885177021847,240.0,80.0
214,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W4,320.0,600.0,1.0476235376654506,0.7422953950097965,0.3053281426556541,240.0,80.0
200,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W5,600.0,800.0,-1.1168127121980236,-0.0583287106327993,-1.0584840015652244,240.0,80.0
201,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W5,600.0,800.0,0.7844013858298876,0.8390348011615325,-0.0546334153316449,240.0,80.0
202,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W5,600.0,800.0,2.3522679040523986,-11.09067720796307,13.442945112015469,240.0,80.0
203,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W5,600.0,800.0,0.7714279031363035,0.3487116008566215,0.422716302279682,240.0,80.0
205,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W5,600.0,800.0,0.9374864480015817,2.9784119527724955,-2.0409255047709136,240.0,80.0
206,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W5,600.0,800.0,0.0323144609240547,-0.867364539580822,0.8996790005048767,240.0,80.0
208,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W5,600.0,800.0,-2.5657703120726425,-1.167119811870203,-1.3986505002024394,240.0,80.0
209,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W5,600.0,800.0,-0.4370830295436071,0.7715386520434745,-1.2086216815870816,240.0,80.0
211,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W5,600.0,800.0,2.8173958214652,1.3567072548104102,1.46068856665479,240.0,80.0
212,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W5,600.0,800.0,-0.2433107109594336,0.1106166997113549,-0.3539274106707885,240.0,80.0
214,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_mastoid,W5,600.0,800.0,0.2271337312761555,-0.2219091232066735,0.449042854482829,240.0,80.0
200,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_right,W1,80.0,130.0,1.1466808009055998,2.192290716521284,-1.0456099156156842,240.0,80.0
201,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_right,W1,80.0,130.0,3.883397755521708,1.989430965892196,1.8939667896295118,240.0,80.0
202,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_right,W1,80.0,130.0,3.662352365855549,-0.1433962211957818,3.8057485870513306,240.0,80.0
203,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_right,W1,80.0,130.0,-0.1161163561080504,0.2684102810383824,-0.38452663714643276,240.0,80.0
205,ear_full_sens,emotional_vs_neutral,emotional,neutral,ear_right,W1,80.0,130.0,0.1126708358890976,0.1460086986827362,-0.033337862793638595,240.0,80.0
