figure,modality,contrast,roi,time_ms,mean_difference,sem,source_file
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-200.0,-0.069125066843371,0.3172122280883221,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-196.0,0.0699063760387919,0.4003407154321627,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-192.0,0.142351536445756,0.463968891297923,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-188.0,0.1508428061973862,0.494216336360086,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-184.0,0.0927881557547342,0.4843845024834281,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-180.0,0.0219404511763985,0.4498651062365564,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-176.0,-0.0047702177997691,0.4114719504540719,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-172.0,0.0700399401737258,0.3931174573133127,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-168.0,0.2051016188571918,0.3907422823683903,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-164.0,0.3031732461929524,0.3681782881056187,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-160.0,0.2367373507291041,0.2859303753952474,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-156.0,-0.0121885278373478,0.1946630357522941,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-152.0,-0.36026988413603,0.2717780204265503,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-148.0,-0.6380740826978069,0.4372332131374095,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-144.0,-0.7459131142600697,0.5441676634693322,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-140.0,-0.679529975729269,0.5530320985951482,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-136.0,-0.5494347622984473,0.4800177883589696,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-132.0,-0.4457445120556781,0.3748469740548703,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-128.0,-0.4095114453465445,0.292269338222958,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-124.0,-0.3905766192103909,0.2584224432306267,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-120.0,-0.35126591036598,0.2726595882601755,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-116.0,-0.2726571349559834,0.325466272349972,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-112.0,-0.1973008715351691,0.3846241487836225,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-108.0,-0.1405324318879548,0.3846128082521823,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-104.0,-0.1015311641118888,0.3243599818229952,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-100.0,-0.0344121788644964,0.2536328205211924,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-96.0,0.060213870484987,0.238733401682616,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-92.0,0.1536393933246733,0.2387584736892506,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-88.0,0.172681459472631,0.224823464584437,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-84.0,0.1079718131696515,0.2234082505981397,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-80.0,0.0045379969029416,0.2252907608442526,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-76.0,-0.0306026487545987,0.2229420729207823,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-72.0,0.0398592017689249,0.2262919710257215,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-68.0,0.1720528270634942,0.2560716669211211,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-64.0,0.2313024502581901,0.2930264082128422,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-60.0,0.1466217242010319,0.3093844106105023,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-56.0,-0.047187943735758,0.297610997904862,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-52.0,-0.187545921867021,0.2643762963441906,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-48.0,-0.1505536004084441,0.2410731639967345,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-44.0,0.0774818449876672,0.2119384746807329,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-40.0,0.3514215246075174,0.1506532704055347,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-36.0,0.5242048860181535,0.0986427964193935,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-32.0,0.5240466856044385,0.125409402014947,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-28.0,0.4247896357588027,0.1365019332096967,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-24.0,0.320491878326843,0.1591701468729129,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-20.0,0.2707683528590859,0.235559382120521,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-16.0,0.236967821125581,0.2567165806742458,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-12.0,0.1907284777407772,0.2112985750928131,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-8.0,0.1336350295573724,0.217084008267153,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,-4.0,0.1389116077342533,0.2706658054606872,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,0.0,0.2435180600388758,0.2640160237996695,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,4.0,0.4431422551607509,0.2371570300202719,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,8.0,0.6591231527875938,0.2700365302948841,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,12.0,0.8366163932565454,0.2837560505574069,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,16.0,0.9378945615539463,0.2566344095844075,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,20.0,0.983858739813914,0.2579973924755802,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,24.0,0.9863291888018816,0.3163970595394418,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,28.0,0.9845746591037896,0.3857644162788596,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,32.0,0.999935480634007,0.4425829672025993,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,36.0,1.0673911671043088,0.5011514343601854,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,40.0,1.1654015923077836,0.5460035280251186,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,44.0,1.2575093313738015,0.5433238961574371,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,48.0,1.2888857352813352,0.5043963635578046,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,52.0,1.2855796269535569,0.4909992821951169,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,56.0,1.3109874230586964,0.5391828965312075,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,60.0,1.4382389502215458,0.6497784696726077,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,64.0,1.623514275823055,0.7970060797561085,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,68.0,1.748727979249,0.9305368953483611,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,72.0,1.6750453088859738,0.9933118461909102,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,76.0,1.3995967628819568,0.978795975659064,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,80.0,1.0271121451621807,0.904023481781659,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,84.0,0.7138319691709598,0.8130278324405744,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,88.0,0.4974995350260204,0.7357387529538774,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,92.0,0.3155816803929557,0.7167612096316781,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,96.0,0.0558239007089379,0.7450827967240479,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,100.0,-0.2781336963440786,0.776684063564336,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,104.0,-0.5849624336341407,0.7577254426102771,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,108.0,-0.7106143299436202,0.701701187746364,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,112.0,-0.6127735520480632,0.6259102095382868,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,116.0,-0.3518372752278301,0.5567094581667962,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,120.0,-0.0642695052258224,0.4945221486320774,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,124.0,0.1855582744389531,0.4574001103946311,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,128.0,0.3962884213945525,0.4696288976681816,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,132.0,0.6179472748140326,0.5601003945876826,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,136.0,0.8253973241682663,0.682796710416342,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,140.0,0.943696239137592,0.7345446638916616,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,144.0,0.8691383475299957,0.6176227804562191,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,148.0,0.6045594571378259,0.4038449601645278,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,152.0,0.2433934786857807,0.3577630224877888,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,156.0,-0.0491976897188129,0.4432770597460763,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,160.0,-0.1893194667749186,0.4320453890190571,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,164.0,-0.1930643151394219,0.3704074641265701,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,168.0,-0.190257260196153,0.3831942022344501,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,172.0,-0.2830462480548453,0.4584530205421856,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,176.0,-0.5078891865808238,0.527352016759968,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,180.0,-0.782448213517576,0.5355942157756467,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,184.0,-1.013749048016517,0.5087588337391864,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,188.0,-1.1252363674210488,0.5125209914072769,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,192.0,-1.126422468139996,0.52772830743686,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,196.0,-1.0364086949433975,0.5222503734348296,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,200.0,-0.8853190102397055,0.5167262060091369,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,204.0,-0.6564399992966927,0.5242950580370129,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,208.0,-0.3545511986653141,0.5347411594735978,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,212.0,0.0080507538178693,0.530470643551989,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,216.0,0.3638837486012433,0.512991838824475,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,220.0,0.661255292733347,0.5164727060547722,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,224.0,0.8487737601248693,0.5379778132661455,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,228.0,0.9334313262768396,0.5688155249305923,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,232.0,0.927146399506105,0.6258179199615985,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,236.0,0.8786937966874049,0.7007262294202946,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,240.0,0.8185698138248303,0.7538785656838487,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,244.0,0.7983522642002921,0.7841747578070647,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,248.0,0.8350054019947926,0.8175398828103569,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,252.0,0.9422846973915852,0.8681150402058732,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,256.0,1.0822578040128663,0.907463603327942,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,260.0,1.2209343470165956,0.9108579931312232,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,264.0,1.3102387298404652,0.8996006304441249,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,268.0,1.3576048652953072,0.8962614855391242,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,272.0,1.3872438794853958,0.889685262516537,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,276.0,1.4652913576586095,0.8690501963676871,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,280.0,1.6163672487569676,0.8279790547146034,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,284.0,1.831809410570011,0.7554480010372445,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,288.0,2.0173265759829264,0.6884742053077224,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,292.0,2.0799163484761376,0.6682911783598344,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,296.0,1.952658948291475,0.6668315339090763,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,300.0,1.6861875950410656,0.6909440034218859,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
figure_01_face_nonface_difference_waves,scalp_sens,face_vs_nonface,late_roi,304.0,1.3838283073270652,0.7887992355327546,F:\LEMON\reports\erp_diff_sens\scalp_sens_face_vs_nonface_late_roi_grand_average.csv
